dataset,scenario_id,capacity_basis,gpu_capacity,task_exact_disagreement_rate,state_any_disagreement_rate,high_risk_task_disagreement_rate,h1_defer_rate,h4_defer_rate,mean_pending_queue,mean_estimated_duration_seconds,mean_pending_gpu_to_capacity,gpu_offered_load_ratio,comparison_scope
Alibaba2020,A_ALIBABA2020_REPAIRED,SUSTAINCLUSTER_5DC,2900.0,0.03679978454909203,0.16822916666666668,0.1934590937051466,0.0,0.0,33.84375,3600.0,0.022810903912202217,,DESCRIPTIVE_WITHIN_EACH_FROZEN_SOURCE_MATCHED_CAPACITY_SCENARIO;_CAPACITY_NOT_CONTROLLED
SpotGPU2026,B_SPOTGPU2026_NATIVE_MEDIUM,COMPLETE_NODE_INFO_NATIVE_5DC,10412.0,0.2624409092953668,0.6426428126592312,0.39629802569352157,0.0,0.0,26.421448783248444,1366.1157802971725,0.005135365368816862,0.6543355891215155,DESCRIPTIVE_WITHIN_EACH_FROZEN_SOURCE_MATCHED_CAPACITY_SCENARIO;_CAPACITY_NOT_CONTROLLED
