scenario,metric,mean,p50,p90,p95,p99,max
SPOT_NATIVE_5DC,new_task_count,26.421448783248444,22.0,46.0,61.0,130.0,3651.0
SPOT_NATIVE_5DC,cpu_arrival_demand,648.304753820034,450.0,1452.0,1796.1899999999987,2507.2060000000033,142235.2
SPOT_NATIVE_5DC,gpu_arrival_demand,53.448242218449344,40.849999999999994,112.0,137.5,188.0,4666.64
SPOT_NATIVE_5DC,memory_arrival_demand,378.7765550622705,298.7561311350644,683.5590760859237,901.4542048680086,1838.0217522057005,77067.37164459263
SPOT_NATIVE_5DC,cpu_arrival_pressure,0.001024767407830149,0.0007113095049918121,0.002295158669440247,0.002839215599491649,0.003963109908383341,0.22482944378758088
SPOT_NATIVE_5DC,gpu_arrival_pressure,0.005133330985252531,0.003923357664233577,0.010756819054936612,0.013205916250480215,0.018056089127929314,0.4481982328082981
SPOT_NATIVE_5DC,memory_arrival_pressure,0.0006985153878470119,0.0005509468630580225,0.0012605757319642118,0.0016624039295045018,0.003389561629288644,0.14212269549212828
